x,y
1.239900,1.176032
1.240000,1.176703
1.240100,1.177373
1.240200,1.178044
1.240300,1.178714
1.240400,1.179385
1.240500,1.180056
1.240600,1.180726
1.240700,1.181397
1.240800,1.182068
1.240900,1.182738
1.241000,1.183409
1.241100,1.184080
1.241200,1.184750
1.241300,1.185421
1.241400,1.186092
1.241500,1.186763
1.241600,1.187433
1.241700,1.188104
1.241800,1.188775
1.241900,1.189445
1.242000,1.190116
1.242100,1.190787
1.242200,1.191458
1.242300,1.192129
1.242400,1.192799
1.242500,1.193470
1.242600,1.194141
1.242700,1.194812
1.242800,1.195482
1.242900,1.196153
1.243000,1.196824
1.243100,1.197495
1.243200,1.198166
1.243300,1.198837
1.243400,1.199507
1.243500,1.200178
1.243600,1.200849
1.243700,1.201520
1.243800,1.202191
1.243900,1.202862
1.244000,1.203533
1.244100,1.204204
1.244200,1.204874
1.244300,1.205545
1.244400,1.206216
1.244500,1.206887
1.244600,1.207558
1.244700,1.208229
1.244800,1.208900
1.244900,1.209571
1.245000,1.210242
1.245100,1.210913
1.245200,1.211584
1.245300,1.212255
1.245400,1.212926
1.245500,1.213597
1.245600,1.214268
1.245700,1.214939
1.245800,1.215610
1.245900,1.216281
1.246000,1.216952
1.246100,1.217623
1.246200,1.218294
1.246300,1.218965
1.246400,1.219636
1.246500,1.220307
1.246600,1.220978
1.246700,1.221649
1.246800,1.222321
1.246900,1.222992
1.247000,1.223663
1.247100,1.224334
1.247200,1.225005
1.247300,1.225676
1.247400,1.226347
1.247500,1.227018
1.247600,1.227690
1.247700,1.228361
1.247800,1.229032
1.247900,1.229703
1.248000,1.230374
1.248100,1.231046
1.248200,1.231717
1.248300,1.232388
1.248400,1.233059
1.248500,1.233730
1.248600,1.234402
1.248700,1.235073
1.248800,1.235744
1.248900,1.236416
1.249000,1.237087
1.249100,1.237758
1.249200,1.238429
1.249300,1.239101
1.249400,1.239772
1.249500,1.240443
1.249600,1.241115
1.249700,1.241786
1.249800,1.242457
1.249900,1.243129
1.250000,1.243800
1.250100,1.244471
1.250200,1.245143
1.250300,1.245814
1.250400,1.246486
1.250500,1.247157
1.250600,1.247828
1.250700,1.248500
1.250800,1.249171
1.250900,1.249843
1.251000,1.250514
1.251100,1.251186
1.251200,1.251857
1.251300,1.252528
1.251400,1.253200
1.251500,1.253871
1.251600,1.254543
1.251700,1.255214
1.251800,1.255886
1.251900,1.256557
1.252000,1.257229
1.252100,1.257901
1.252200,1.258572
1.252300,1.259244
1.252400,1.259915
1.252500,1.260587
1.252600,1.261258
1.252700,1.261930
1.252800,1.262602
1.252900,1.263273
1.253000,1.263945
1.253100,1.264616
1.253200,1.265288
1.253300,1.265960
1.253400,1.266631
1.253500,1.267303
1.253600,1.267975
1.253700,1.268646
1.253800,1.269318
1.253900,1.269990
1.254000,1.270662
1.254100,1.271333
1.254200,1.272005
1.254300,1.272677
1.254400,1.273349
1.254500,1.274020
1.254600,1.274692
1.254700,1.275364
1.254800,1.276036
1.254900,1.276707
1.255000,1.277379
1.255100,1.278051
1.255200,1.278723
1.255300,1.279395
1.255400,1.280067
1.255500,1.280738
1.255600,1.281410
1.255700,1.282082
1.255800,1.282754
1.255900,1.283426
1.256000,1.284098
1.256100,1.284770
1.256200,1.285442
1.256300,1.286114
1.256400,1.286786
1.256500,1.287457
1.256600,1.288129
1.256700,1.288801
1.256800,1.289473
1.256900,1.290145
1.257000,1.290817
1.257100,1.291489
1.257200,1.292161
1.257300,1.292833
1.257400,1.293505
1.257500,1.294178
1.257600,1.294850
1.257700,1.295522
1.257800,1.296194
1.257900,1.296866
1.258000,1.297538
1.258100,1.298210
1.258200,1.298882
1.258300,1.299554
1.258400,1.300226
1.258500,1.300899
1.258600,1.301571
1.258700,1.302243
1.258800,1.302915
1.258900,1.303587
1.259000,1.304259
1.259100,1.304932
1.259200,1.305604
1.259300,1.306276
1.259400,1.306948
1.259500,1.307621
1.259600,1.308293
1.259700,1.308965
1.259800,1.309637
1.259900,1.310310
1.260000,1.310982
1.260100,1.311654
1.260200,1.312327
1.260300,1.312999
1.260400,1.313671
1.260500,1.314344
1.260600,1.315016
1.260700,1.315688
1.260800,1.316361
1.260900,1.317033
1.261000,1.317706
1.261100,1.318378
1.261200,1.319050
1.261300,1.319723
1.261400,1.320395
1.261500,1.321068
1.261600,1.321740
1.261700,1.322413
1.261800,1.323085
1.261900,1.323758
1.262000,1.324430
1.262100,1.325103
1.262200,1.325775
1.262300,1.326448
1.262400,1.327120
1.262500,1.327793
1.262600,1.328465
1.262700,1.329138
1.262800,1.329811
1.262900,1.330483
1.263000,1.331156
1.263100,1.331828
1.263200,1.332501
1.263300,1.333174
1.263400,1.333846
1.263500,1.334519
1.263600,1.335192
1.263700,1.335864
1.263800,1.336537
1.263900,1.337210
1.264000,1.337883
1.264100,1.338555
1.264200,1.339228
1.264300,1.339901
1.264400,1.340574
1.264500,1.341246
1.264600,1.341919
1.264700,1.342592
1.264800,1.343265
1.264900,1.343938
1.265000,1.344610
1.265100,1.345283
1.265200,1.345956
1.265300,1.346629
1.265400,1.347302
1.265500,1.347975
1.265600,1.348648
1.265700,1.349321
1.265800,1.349993
1.265900,1.350666
1.266000,1.351339
1.266100,1.352012
1.266200,1.352685
1.266300,1.353358
1.266400,1.354031
1.266500,1.354704
1.266600,1.355377
1.266700,1.356050
1.266800,1.356723
1.266900,1.357396
1.267000,1.358069
1.267100,1.358742
1.267200,1.359416
1.267300,1.360089
1.267400,1.360762
1.267500,1.361435
1.267600,1.362108
1.267700,1.362781
1.267800,1.363454
1.267900,1.364127
1.268000,1.364801
1.268100,1.365474
1.268200,1.366147
1.268300,1.366820
1.268400,1.367493
1.268500,1.368167
1.268600,1.368840
1.268700,1.369513
1.268800,1.370186
1.268900,1.370860
1.269000,1.371533
1.269100,1.372206
1.269200,1.372879
1.269300,1.373553
1.269400,1.374226
1.269500,1.374899
1.269600,1.375573
1.269700,1.376246
1.269800,1.376920
1.269900,1.377593
1.270000,1.378266
1.270100,1.378940
1.270200,1.379613
1.270300,1.380287
1.270400,1.380960
1.270500,1.381633
1.270600,1.382307
1.270700,1.382980
1.270800,1.383654
1.270900,1.384327
1.271000,1.385001
1.271100,1.385674
1.271200,1.386348
1.271300,1.387022
1.271400,1.387695
1.271500,1.388369
1.271600,1.389042
1.271700,1.389716
1.271800,1.390389
1.271900,1.391063
1.272000,1.391737
1.272100,1.392410
1.272200,1.393084
1.272300,1.393758
1.272400,1.394431
1.272500,1.395105
1.272600,1.395779
1.272700,1.396452
1.272800,1.397126
1.272900,1.397800
1.273000,1.398474
1.273100,1.399147
1.273200,1.399821
1.273300,1.400495
1.273400,1.401169
1.273500,1.401843
1.273600,1.402516
1.273700,1.403190
1.273800,1.403864
1.273900,1.404538
1.274000,1.405212
1.274100,1.405886
1.274200,1.406560
1.274300,1.407234
1.274400,1.407907
1.274500,1.408581
1.274600,1.409255
1.274700,1.409929
1.274800,1.410603
1.274900,1.411277
1.275000,1.411951
1.275100,1.412625
1.275200,1.413299
1.275300,1.413973
1.275400,1.414647
1.275500,1.415321
1.275600,1.415995
1.275700,1.416670
1.275800,1.417344
1.275900,1.418018
1.276000,1.418692
1.276100,1.419366
1.276200,1.420040
1.276300,1.420714
1.276400,1.421388
1.276500,1.422063
1.276600,1.422737
1.276700,1.423411
1.276800,1.424085
1.276900,1.424759
1.277000,1.425434
1.277100,1.426108
1.277200,1.426782
1.277300,1.427456
1.277400,1.428131
1.277500,1.428805
1.277600,1.429479
1.277700,1.430154
1.277800,1.430828
1.277900,1.431502
1.278000,1.432177
1.278100,1.432851
1.278200,1.433526
1.278300,1.434200
1.278400,1.434874
1.278500,1.435549
1.278600,1.436223
1.278700,1.436898
1.278800,1.437572
1.278900,1.438247
1.279000,1.438921
1.279100,1.439596
1.279200,1.440270
1.279300,1.440945
1.279400,1.441619
1.279500,1.442294
1.279600,1.442968
1.279700,1.443643
1.279800,1.444317
1.279900,1.444992
1.280000,1.445667
1.280100,1.446341
1.280200,1.447016
1.280300,1.447691
1.280400,1.448365
1.280500,1.449040
1.280600,1.449715
1.280700,1.450389
1.280800,1.451064
1.280900,1.451739
1.281000,1.452413
1.281100,1.453088
1.281200,1.453763
1.281300,1.454438
1.281400,1.455113
1.281500,1.455787
1.281600,1.456462
1.281700,1.457137
1.281800,1.457812
1.281900,1.458487
1.282000,1.459162
1.282100,1.459836
1.282200,1.460511
1.282300,1.461186
1.282400,1.461861
1.282500,1.462536
1.282600,1.463211
1.282700,1.463886
1.282800,1.464561
1.282900,1.465236
1.283000,1.465911
1.283100,1.466586
1.283200,1.467261
1.283300,1.467936
1.283400,1.468611
1.283500,1.469286
1.283600,1.469961
1.283700,1.470636
1.283800,1.471311
1.283900,1.471986
1.284000,1.472662
1.284100,1.473337
1.284200,1.474012
1.284300,1.474687
1.284400,1.475362
1.284500,1.476037
1.284600,1.476713
1.284700,1.477388
1.284800,1.478063
1.284900,1.478738
1.285000,1.479414
1.285100,1.480089
1.285200,1.480764
1.285300,1.481439
1.285400,1.482115
1.285500,1.482790
1.285600,1.483465
1.285700,1.484141
1.285800,1.484816
1.285900,1.485491
1.286000,1.486167
1.286100,1.486842
1.286200,1.487518
1.286300,1.488193
1.286400,1.488868
1.286500,1.489544
1.286600,1.490219
1.286700,1.490895
1.286800,1.491570
1.286900,1.492246
1.287000,1.492921
1.287100,1.493597
1.287200,1.494272
1.287300,1.494948
1.287400,1.495624
1.287500,1.496299
1.287600,1.496975
1.287700,1.497650
1.287800,1.498326
1.287900,1.499002
1.288000,1.499677
1.288100,1.500353
1.288200,1.501029
1.288300,1.501704
1.288400,1.502380
1.288500,1.503056
1.288600,1.503731
1.288700,1.504407
1.288800,1.505083
1.288900,1.505759
1.289000,1.506434
1.289100,1.507110
1.289200,1.507786
1.289300,1.508462
1.289400,1.509138
1.289500,1.509814
1.289600,1.510489
1.289700,1.511165
1.289800,1.511841
1.289900,1.512517
1.290000,1.513193
1.290100,1.513869
1.290200,1.514545
1.290300,1.515221
1.290400,1.515897
1.290500,1.516573
1.290600,1.517249
1.290700,1.517925
1.290800,1.518601
1.290900,1.519277
1.291000,1.519953
1.291100,1.520629
1.291200,1.521305
1.291300,1.521981
1.291400,1.522657
1.291500,1.523333
1.291600,1.524009
1.291700,1.524685
1.291800,1.525362
1.291900,1.526038
1.292000,1.526714
1.292100,1.527390
1.292200,1.528066
1.292300,1.528743
1.292400,1.529419
1.292500,1.530095
1.292600,1.530771
1.292700,1.531448
1.292800,1.532124
1.292900,1.532800
1.293000,1.533477
1.293100,1.534153
1.293200,1.534829
1.293300,1.535506
1.293400,1.536182
1.293500,1.536858
1.293600,1.537535
1.293700,1.538211
1.293800,1.538887
1.293900,1.539564
1.294000,1.540240
1.294100,1.540917
1.294200,1.541593
1.294300,1.542270
1.294400,1.542946
1.294500,1.543623
1.294600,1.544299
1.294700,1.544976
1.294800,1.545652
1.294900,1.546329
1.295000,1.547006
1.295100,1.547682
1.295200,1.548359
1.295300,1.549035
1.295400,1.549712
1.295500,1.550389
1.295600,1.551065
1.295700,1.551742
1.295800,1.552419
1.295900,1.553095
1.296000,1.553772
1.296100,1.554449
1.296200,1.555126
1.296300,1.555802
1.296400,1.556479
1.296500,1.557156
1.296600,1.557833
1.296700,1.558510
1.296800,1.559186
1.296900,1.559863
1.297000,1.560540
1.297100,1.561217
1.297200,1.561894
1.297300,1.562571
1.297400,1.563248
1.297500,1.563925
1.297600,1.564601
1.297700,1.565278
1.297800,1.565955
1.297900,1.566632
1.298000,1.567309
1.298100,1.567986
1.298200,1.568663
1.298300,1.569340
1.298400,1.570017
1.298500,1.570694
1.298600,1.571372
1.298700,1.572049
1.298800,1.572726
1.298900,1.573403
1.299000,1.574080
1.299100,1.574757
1.299200,1.575434
1.299300,1.576111
1.299400,1.576789
1.299500,1.577466
1.299600,1.578143
1.299700,1.578820
1.299800,1.579497
1.299900,1.580175
1.300000,1.580852
1.300100,1.581529
1.300200,1.582207
1.300300,1.582884
1.300400,1.583561
1.300500,1.584238
1.300600,1.584916
1.300700,1.585593
1.300800,1.586271
1.300900,1.586948
1.301000,1.587625
1.301100,1.588303
1.301200,1.588980
1.301300,1.589658
1.301400,1.590335
1.301500,1.591013
1.301600,1.591690
1.301700,1.592368
1.301800,1.593045
1.301900,1.593723
1.302000,1.594400
1.302100,1.595078
1.302200,1.595755
1.302300,1.596433
1.302400,1.597110
1.302500,1.597788
1.302600,1.598466
1.302700,1.599143
1.302800,1.599821
1.302900,1.600498
1.303000,1.601176
1.303100,1.601854
1.303200,1.602532
1.303300,1.603209
1.303400,1.603887
1.303500,1.604565
1.303600,1.605242
1.303700,1.605920
1.303800,1.606598
1.303900,1.607276
1.304000,1.607954
1.304100,1.608631
1.304200,1.609309
1.304300,1.609987
1.304400,1.610665
1.304500,1.611343
1.304600,1.612021
1.304700,1.612699
1.304800,1.613377
1.304900,1.614055
1.305000,1.614732
1.305100,1.615410
1.305200,1.616088
1.305300,1.616766
1.305400,1.617444
1.305500,1.618122
1.305600,1.618800
1.305700,1.619478
1.305800,1.620157
1.305900,1.620835
1.306000,1.621513
1.306100,1.622191
1.306200,1.622869
1.306300,1.623547
1.306400,1.624225
1.306500,1.624903
1.306600,1.625581
1.306700,1.626260
1.306800,1.626938
1.306900,1.627616
1.307000,1.628294
1.307100,1.628973
1.307200,1.629651
1.307300,1.630329
1.307400,1.631007
1.307500,1.631686
1.307600,1.632364
1.307700,1.633042
1.307800,1.633721
1.307900,1.634399
1.308000,1.635077
1.308100,1.635756
1.308200,1.636434
1.308300,1.637112
1.308400,1.637791
1.308500,1.638469
1.308600,1.639148
1.308700,1.639826
1.308800,1.640505
1.308900,1.641183
1.309000,1.641862
1.309100,1.642540
1.309200,1.643219
1.309300,1.643897
1.309400,1.644576
1.309500,1.645254
1.309600,1.645933
1.309700,1.646611
1.309800,1.647290
1.309900,1.647969
1.310000,1.648647
1.310100,1.649326
1.310200,1.650005
1.310300,1.650683
1.310400,1.651362
1.310500,1.652041
1.310600,1.652719
1.310700,1.653398
1.310800,1.654077
1.310900,1.654756
1.311000,1.655434
1.311100,1.656113
1.311200,1.656792
1.311300,1.657471
1.311400,1.658150
1.311500,1.658828
1.311600,1.659507
1.311700,1.660186
1.311800,1.660865
1.311900,1.661544
1.312000,1.662223
1.312100,1.662902
1.312200,1.663581
1.312300,1.664260
1.312400,1.664939
1.312500,1.665618
1.312600,1.666297
1.312700,1.666976
1.312800,1.667655
1.312900,1.668334
1.313000,1.669013
1.313100,1.669692
1.313200,1.670371
1.313300,1.671050
1.313400,1.671729
1.313500,1.672408
1.313600,1.673087
1.313700,1.673766
1.313800,1.674445
1.313900,1.675125
1.314000,1.675804
1.314100,1.676483
1.314200,1.677162
1.314300,1.677841
1.314400,1.678521
1.314500,1.679200
1.314600,1.679879
1.314700,1.680558
1.314800,1.681238
1.314900,1.681917
1.315000,1.682596
1.315100,1.683276
1.315200,1.683955
1.315300,1.684634
1.315400,1.685314
1.315500,1.685993
1.315600,1.686673
1.315700,1.687352
1.315800,1.688031
1.315900,1.688711
1.316000,1.689390
1.316100,1.690070
1.316200,1.690749
1.316300,1.691429
1.316400,1.692108
1.316500,1.692788
1.316600,1.693467
1.316700,1.694147
1.316800,1.694826
1.316900,1.695506
1.317000,1.696186
1.317100,1.696865
1.317200,1.697545
1.317300,1.698224
1.317400,1.698904
1.317500,1.699584
1.317600,1.700263
1.317700,1.700943
1.317800,1.701623
1.317900,1.702303
1.318000,1.702982
1.318100,1.703662
1.318200,1.704342
1.318300,1.705022
1.318400,1.705701
1.318500,1.706381
1.318600,1.707061
1.318700,1.707741
1.318800,1.708421
1.318900,1.709100
1.319000,1.709780
1.319100,1.710460
1.319200,1.711140
1.319300,1.711820
1.319400,1.712500
1.319500,1.713180
1.319600,1.713860
1.319700,1.714540
1.319800,1.715220
1.319900,1.715900
1.320000,1.716580
1.320100,1.717260
1.320200,1.717940
1.320300,1.718620
1.320400,1.719300
1.320500,1.719980
1.320600,1.720660
1.320700,1.721340
1.320800,1.722020
1.320900,1.722700
1.321000,1.723380
1.321100,1.724061
1.321200,1.724741
1.321300,1.725421
1.321400,1.726101
1.321500,1.726781
1.321600,1.727462
1.321700,1.728142
1.321800,1.728822
1.321900,1.729502
1.322000,1.730183
1.322100,1.730863
1.322200,1.731543
1.322300,1.732223
1.322400,1.732904
1.322500,1.733584
1.322600,1.734264
1.322700,1.734945
1.322800,1.735625
1.322900,1.736306
1.323000,1.736986
1.323100,1.737666
1.323200,1.738347
1.323300,1.739027
1.323400,1.739708
1.323500,1.740388
1.323600,1.741069
1.323700,1.741749
1.323800,1.742430
1.323900,1.743110
1.324000,1.743791
1.324100,1.744471
1.324200,1.745152
1.324300,1.745833
1.324400,1.746513
1.324500,1.747194
1.324600,1.747874
1.324700,1.748555
1.324800,1.749236
1.324900,1.749916
1.325000,1.750597
1.325100,1.751278
1.325200,1.751958
1.325300,1.752639
1.325400,1.753320
1.325500,1.754001
1.325600,1.754681
1.325700,1.755362
1.325800,1.756043
1.325900,1.756724
1.326000,1.757404
1.326100,1.758085
1.326200,1.758766
1.326300,1.759447
1.326400,1.760128
1.326500,1.760809
1.326600,1.761490
1.326700,1.762170
1.326800,1.762851
1.326900,1.763532
1.327000,1.764213
1.327100,1.764894
1.327200,1.765575
1.327300,1.766256
1.327400,1.766937
1.327500,1.767618
1.327600,1.768299
1.327700,1.768980
1.327800,1.769661
1.327900,1.770342
1.328000,1.771023
1.328100,1.771705
1.328200,1.772386
1.328300,1.773067
1.328400,1.773748
1.328500,1.774429
1.328600,1.775110
1.328700,1.775791
1.328800,1.776473
1.328900,1.777154
1.329000,1.777835
1.329100,1.778516
1.329200,1.779197
1.329300,1.779879
1.329400,1.780560
1.329500,1.781241
1.329600,1.781922
1.329700,1.782604
1.329800,1.783285
1.329900,1.783966
1.330000,1.784648
1.330100,1.785329
1.330200,1.786010
1.330300,1.786692
1.330400,1.787373
1.330500,1.788055
1.330600,1.788736
1.330700,1.789417
1.330800,1.790099
1.330900,1.790780
1.331000,1.791462
1.331100,1.792143
1.331200,1.792825
1.331300,1.793506
1.331400,1.794188
1.331500,1.794869
1.331600,1.795551
1.331700,1.796233
1.331800,1.796914
1.331900,1.797596
1.332000,1.798277
1.332100,1.798959
1.332200,1.799641
1.332300,1.800322
1.332400,1.801004
1.332500,1.801686
1.332600,1.802367
1.332700,1.803049
1.332800,1.803731
1.332900,1.804412
1.333000,1.805094
1.333100,1.805776
1.333200,1.806458
1.333300,1.807139
1.333400,1.807821
1.333500,1.808503
1.333600,1.809185
1.333700,1.809867
1.333800,1.810548
1.333900,1.811230
1.334000,1.811912
1.334100,1.812594
1.334200,1.813276
1.334300,1.813958
1.334400,1.814640
1.334500,1.815322
1.334600,1.816004
1.334700,1.816686
1.334800,1.817368
1.334900,1.818050
1.335000,1.818731
1.335100,1.819414
1.335200,1.820096
1.335300,1.820778
1.335400,1.821460
1.335500,1.822142
1.335600,1.822824
1.335700,1.823506
1.335800,1.824188
1.335900,1.824870
1.336000,1.825552
1.336100,1.826234
1.336200,1.826916
1.336300,1.827599
1.336400,1.828281
1.336500,1.828963
1.336600,1.829645
1.336700,1.830327
1.336800,1.831010
1.336900,1.831692
1.337000,1.832374
1.337100,1.833056
1.337200,1.833739
1.337300,1.834421
1.337400,1.835103
1.337500,1.835786
1.337600,1.836468
1.337700,1.837150
1.337800,1.837833
1.337900,1.838515
1.338000,1.839197
1.338100,1.839880
1.338200,1.840562
1.338300,1.841245
1.338400,1.841927
1.338500,1.842609
1.338600,1.843292
1.338700,1.843974
1.338800,1.844657
1.338900,1.845339
1.339000,1.846022
1.339100,1.846704
1.339200,1.847387
1.339300,1.848069
1.339400,1.848752
1.339500,1.849435
1.339600,1.850117
1.339700,1.850800
1.339800,1.851482
1.339900,1.852165
1.340000,1.852848
1.340100,1.853530
1.340200,1.854213
1.340300,1.854896
1.340400,1.855578
1.340500,1.856261
1.340600,1.856944
1.340700,1.857626
1.340800,1.858309
1.340900,1.858992
1.341000,1.859675
1.341100,1.860357
1.341200,1.861040
1.341300,1.861723
1.341400,1.862406
1.341500,1.863089
1.341600,1.863771
1.341700,1.864454
1.341800,1.865137
1.341900,1.865820
1.342000,1.866503
1.342100,1.867186
1.342200,1.867869
1.342300,1.868552
1.342400,1.869235
1.342500,1.869918
1.342600,1.870600
1.342700,1.871283
1.342800,1.871966
1.342900,1.872649
1.343000,1.873332
1.343100,1.874015
1.343200,1.874699
1.343300,1.875382
1.343400,1.876065
1.343500,1.876748
1.343600,1.877431
1.343700,1.878114
1.343800,1.878797
1.343900,1.879480
1.344000,1.880163
1.344100,1.880846
1.344200,1.881530
1.344300,1.882213
1.344400,1.882896
1.344500,1.883579
1.344600,1.884262
1.344700,1.884946
1.344800,1.885629
1.344900,1.886312
1.345000,1.886995
1.345100,1.887679
1.345200,1.888362
1.345300,1.889045
1.345400,1.889728
1.345500,1.890412
1.345600,1.891095
1.345700,1.891778
1.345800,1.892462
1.345900,1.893145
1.346000,1.893829
1.346100,1.894512
1.346200,1.895195
1.346300,1.895879
1.346400,1.896562
1.346500,1.897246
1.346600,1.897929
1.346700,1.898613
1.346800,1.899296
1.346900,1.899979
1.347000,1.900663
1.347100,1.901346
1.347200,1.902030
1.347300,1.902714
1.347400,1.903397
1.347500,1.904081
1.347600,1.904764
1.347700,1.905448
1.347800,1.906131
1.347900,1.906815
1.348000,1.907499
1.348100,1.908182
1.348200,1.908866
1.348300,1.909550
1.348400,1.910233
1.348500,1.910917
1.348600,1.911601
1.348700,1.912284
1.348800,1.912968
1.348900,1.913652
1.349000,1.914336
1.349100,1.915019
1.349200,1.915703
1.349300,1.916387
1.349400,1.917071
1.349500,1.917754
1.349600,1.918438
1.349700,1.919122
1.349800,1.919806
1.349900,1.920490
1.350000,1.921174
1.350100,1.921858
1.350200,1.922541
1.350300,1.923225
1.350400,1.923909
1.350500,1.924593
1.350600,1.925277
1.350700,1.925961
1.350800,1.926645
1.350900,1.927329
1.351000,1.928013
1.351100,1.928697
1.351200,1.929381
1.351300,1.930065
1.351400,1.930749
1.351500,1.931433
1.351600,1.932117
1.351700,1.932801
1.351800,1.933485
1.351900,1.934169
1.352000,1.934853
1.352100,1.935538
1.352200,1.936222
1.352300,1.936906
1.352400,1.937590
1.352500,1.938274
1.352600,1.938958
1.352700,1.939642
1.352800,1.940327
1.352900,1.941011
1.353000,1.941695
1.353100,1.942379
1.353200,1.943063
1.353300,1.943748
1.353400,1.944432
1.353500,1.945116
1.353600,1.945801
1.353700,1.946485
1.353800,1.947169
1.353900,1.947853
1.354000,1.948538
1.354100,1.949222
1.354200,1.949907
1.354300,1.950591
1.354400,1.951275
1.354500,1.951960
1.354600,1.952644
1.354700,1.953328
1.354800,1.954013
1.354900,1.954697
1.355000,1.955382
1.355100,1.956066
1.355200,1.956751
1.355300,1.957435
1.355400,1.958120
1.355500,1.958804
1.355600,1.959489
1.355700,1.960173
1.355800,1.960858
1.355900,1.961542
1.356000,1.962227
1.356100,1.962911
1.356200,1.963596
1.356300,1.964281
1.356400,1.964965
1.356500,1.965650
1.356600,1.966335
1.356700,1.967019
1.356800,1.967704
1.356900,1.968388
1.357000,1.969073
1.357100,1.969758
1.357200,1.970443
1.357300,1.971127
1.357400,1.971812
1.357500,1.972497
1.357600,1.973181
1.357700,1.973866
1.357800,1.974551
1.357900,1.975236
1.358000,1.975921
1.358100,1.976605
1.358200,1.977290
1.358300,1.977975
1.358400,1.978660
1.358500,1.979345
1.358600,1.980030
1.358700,1.980714
1.358800,1.981399
1.358900,1.982084
1.359000,1.982769
1.359100,1.983454
1.359200,1.984139
1.359300,1.984824
1.359400,1.985509
1.359500,1.986194
1.359600,1.986879
1.359700,1.987564
1.359800,1.988249
1.359900,1.988934
1.360000,1.989619
1.360100,1.990304
1.360200,1.990989
1.360300,1.991674
1.360400,1.992359
1.360500,1.993044
1.360600,1.993729
1.360700,1.994414
1.360800,1.995099
1.360900,1.995784
1.361000,1.996469
1.361100,1.997155
1.361200,1.997840
1.361300,1.998525
1.361400,1.999210
1.361500,1.999895
1.361600,2.000580
1.361700,2.001266
1.361800,2.001951
1.361900,2.002636
1.362000,2.003321
1.362100,2.004006
1.362200,2.004692
1.362300,2.005377
1.362400,2.006062
1.362500,2.006748
1.362600,2.007433
1.362700,2.008118
1.362800,2.008803
1.362900,2.009489
1.363000,2.010174
1.363100,2.010859
1.363200,2.011545
1.363300,2.012230
1.363400,2.012916
1.363500,2.013601
1.363600,2.014286
1.363700,2.014972
1.363800,2.015657
1.363900,2.016343
1.364000,2.017028
1.364100,2.017714
1.364200,2.018399
1.364300,2.019084
1.364400,2.019770
1.364500,2.020455
1.364600,2.021141
1.364700,2.021826
1.364800,2.022512
1.364900,2.023198
1.365000,2.023883
1.365100,2.024569
1.365200,2.025254
1.365300,2.025940
1.365400,2.026625
1.365500,2.027311
1.365600,2.027997
1.365700,2.028682
1.365800,2.029368
1.365900,2.030054
1.366000,2.030739
1.366100,2.031425
1.366200,2.032111
1.366300,2.032796
1.366400,2.033482
1.366500,2.034168
1.366600,2.034853
1.366700,2.035539
1.366800,2.036225
1.366900,2.036911
1.367000,2.037596
1.367100,2.038282
1.367200,2.038968
1.367300,2.039654
1.367400,2.040340
1.367500,2.041025
1.367600,2.041711
1.367700,2.042397
1.367800,2.043083
1.367900,2.043769
1.368000,2.044455
1.368100,2.045140
1.368200,2.045826
1.368300,2.046512
1.368400,2.047198
1.368500,2.047884
1.368600,2.048570
1.368700,2.049256
1.368800,2.049942
1.368900,2.050628
1.369000,2.051314
1.369100,2.052000
1.369200,2.052686
1.369300,2.053372
1.369400,2.054058
1.369500,2.054744
1.369600,2.055430
1.369700,2.056116
1.369800,2.056802
1.369900,2.057488
1.370000,2.058174
1.370100,2.058860
1.370200,2.059546
1.370300,2.060232
1.370400,2.060918
1.370500,2.061604
1.370600,2.062291
1.370700,2.062977
1.370800,2.063663
1.370900,2.064349
1.371000,2.065035
1.371100,2.065721
1.371200,2.066408
1.371300,2.067094
1.371400,2.067780
1.371500,2.068466
1.371600,2.069152
1.371700,2.069839
1.371800,2.070525
1.371900,2.071211
1.372000,2.071897
1.372100,2.072584
1.372200,2.073270
1.372300,2.073956
1.372400,2.074643
1.372500,2.075329
1.372600,2.076015
1.372700,2.076702
1.372800,2.077388
1.372900,2.078074
1.373000,2.078761
1.373100,2.079447
1.373200,2.080133
1.373300,2.080820
1.373400,2.081506
1.373500,2.082193
1.373600,2.082879
1.373700,2.083565
1.373800,2.084252
1.373900,2.084938
1.374000,2.085625
1.374100,2.086311
1.374200,2.086998
1.374300,2.087684
1.374400,2.088371
1.374500,2.089057
1.374600,2.089744
1.374700,2.090430
1.374800,2.091117
1.374900,2.091803
1.375000,2.092490
1.375100,2.093177
1.375200,2.093863
1.375300,2.094550
1.375400,2.095236
1.375500,2.095923
1.375600,2.096610
1.375700,2.097296
1.375800,2.097983
1.375900,2.098669
1.376000,2.099356
1.376100,2.100043
1.376200,2.100729
1.376300,2.101416
1.376400,2.102103
1.376500,2.102790
1.376600,2.103476
1.376700,2.104163
1.376800,2.104850
1.376900,2.105536
1.377000,2.106223
1.377100,2.106910
1.377200,2.107597
1.377300,2.108283
1.377400,2.108970
1.377500,2.109657
1.377600,2.110344
1.377700,2.111031
1.377800,2.111717
1.377900,2.112404
1.378000,2.113091
1.378100,2.113778
1.378200,2.114465
1.378300,2.115152
1.378400,2.115839
1.378500,2.116526
1.378600,2.117212
1.378700,2.117899
1.378800,2.118586
1.378900,2.119273
1.379000,2.119960
1.379100,2.120647
1.379200,2.121334
1.379300,2.122021
1.379400,2.122708
1.379500,2.123395
1.379600,2.124082
1.379700,2.124769
